Time,Correct Angle,Correct Angle Rate,Predicted Angle,Predicted Angle Rate
14.52,155.4,10,155.4,9.63361
14.54,155.6,10,155.617,10.8747
14.56,155.8,10,155.795,8.89767
14.58,156,10,155.991,9.79908
14.6,156.2,10,156.199,10.3711
14.62,156.4,10,156.404,10.26
14.64,156.6,10,156.591,9.35134
14.66,156.8,10,156.812,11.029
14.68,157,10,157.008,9.8132
14.7,157.2,10,157.189,9.0618
14.72,157.4,10,157.404,10.7317
14.74,157.6,10,157.613,10.4871
14.76,157.8,10,157.8,9.34973
14.78,158,10,158.015,10.7166
14.8,158.2,10,158.18,8.28098
14.82,158.4,10,158.407,11.3442
14.84,158.6,10,158.612,10.2484
14.86,158.8,10,158.797,9.2629
14.88,159,10,158.988,9.54672
14.9,159.2,10,159.203,10.7325
14.92,159.4,10,159.372,8.43792
14.94,159.6,10,159.599,11.362
14.96,159.8,10,159.803,10.189
14.98,160,10,160.009,10.3072
15,160.2,10,160.662,9.98156
15.02,160.4,10,160.399,-13.1637
15.04,160.6,10,160.593,9.68353
15.06,160.8,10,160.801,10.4209
15.08,161,10,161.012,10.5281
15.1,161.2,10,161.204,9.61469
15.12,161.4,10,161.405,10.0664
15.14,161.6,10,161.601,9.77779
15.16,161.8,10,161.781,9.01214
15.18,162,10,161.986,10.2292
15.2,162.2,10,162.193,10.3867
15.22,162.4,10,162.377,9.20342
15.24,162.6,10,162.608,11.5337
15.26,162.8,10,162.801,9.63633
15.28,163,10,163.006,10.2639
15.3,163.2,10,163.232,11.3119
15.32,163.4,10,163.389,7.81466
15.34,163.6,10,163.584,9.778
15.36,163.8,10,163.799,10.7501
15.38,164,10,163.988,9.43904
15.4,164.2,10,164.219,11.5666
15.42,164.4,10,164.39,8.54563
15.44,164.6,10,164.596,10.3188
15.46,164.8,10,164.794,9.88638
15.48,165,10,165.008,10.6862
15.5,165.2,10,165.196,9.42049
15.52,165.4,10,165.383,9.33374
15.54,165.6,10,165.608,11.2238
15.56,165.8,10,165.798,9.52653
15.58,166,10,165.979,9.03165
15.6,166.2,10,166.198,10.9648
15.62,166.4,10,166.368,8.52146
15.64,166.6,10,166.599,11.538
15.66,166.8,10,166.794,9.74571
15.68,167,10,166.984,9.49823
15.7,167.2,10,167.196,10.585
15.72,167.4,10,167.395,9.97611
15.74,167.6,10,167.598,10.1578
15.76,167.8,10,167.793,9.74886
15.78,168,10,168.013,10.9753
15.8,168.2,10,168.187,8.71789
15.82,168.4,10,168.401,10.6951
15.84,168.6,10,168.612,10.5669
15.86,168.8,10,168.798,9.28147
15.88,169,10,169.004,10.2927
15.9,169.2,10,169.191,9.37104
15.92,169.4,10,169.401,10.463
15.94,169.6,10,169.604,10.1798
15.96,169.8,10,169.812,10.3884
15.98,170,10,170.002,9.49056
16,170.2,10,170.047,10.0085
16.02,170.4,10,170.406,17.958
16.04,170.6,10,170.618,10.6056
16.06,170.8,10,170.803,9.26195
16.08,171,10,171.002,9.96013
16.1,171.2,10,171.197,9.7304
16.12,171.4,10,171.382,9.2569
16.14,171.6,10,171.588,10.2838
16.16,171.8,10,171.8,10.6327
16.18,172,10,172.01,10.4906
16.2,172.2,10,172.208,9.87337
16.22,172.4,10,172.39,9.13145
16.24,172.6,10,172.594,10.1972
16.26,172.8,10,172.812,10.8859
16.28,173,10,172.987,8.75236
16.3,173.2,10,173.189,10.0733
16.32,173.4,10,173.381,9.61049
16.34,173.6,10,173.602,11.062
16.36,173.8,10,173.79,9.39004
16.38,174,10,173.997,10.3399
16.4,174.2,10,174.188,9.57112
16.42,174.4,10,174.408,10.9739
16.44,174.6,10,174.612,10.2307
16.46,174.8,10,174.794,9.11309
16.48,175,10,174.99,9.76002
16.5,175.2,10,175.208,10.9031
16.52,175.4,10,175.393,9.27633
16.54,175.6,10,175.61,10.8265
16.56,175.8,10,175.801,9.54062
16.58,176,10,176,9.97593
16.6,176.2,10,176.196,9.77655
16.62,176.4,10,176.397,10.0908
16.64,176.6,10,176.589,9.55808
16.66,176.8,10,176.802,10.6824
16.68,177,10,177.011,10.4417
16.7,177.2,10,177.199,9.39277
16.72,177.4,10,177.414,10.7355
16.74,177.6,10,177.598,9.22962
16.76,177.8,10,177.8,10.1008
16.78,178,10,177.99,9.471
16.8,178.2,10,178.205,10.7542
16.82,178.4,10,178.424,10.9881
16.84,178.6,10,178.606,9.05673
16.86,178.8,10,178.811,10.2613
16.88,179,10,179.002,9.56111
16.9,179.2,10,179.213,10.5537
16.92,179.4,10,179.395,9.09729
16.94,179.6,10,179.604,10.4563
16.96,179.8,10,179.792,9.36725
16.98,180,10,180.011,10.9589
17,180.2,10,180.557,10.002
17.02,180.4,10,180.404,-7.68043
17.04,180.6,10,180.626,11.102
17.06,180.8,10,180.812,9.32927
17.08,181,10,181,9.38011
17.1,181.2,10,181.177,8.83771
17.12,181.4,10,181.392,10.7355
17.14,181.6,10,181.624,11.6143
17.16,181.8,10,181.808,9.22208
17.18,182,10,182.012,10.1751
17.2,182.2,10,182.216,10.2138
17.22,182.4,10,182.405,9.43298
17.24,182.6,10,182.586,9.07695
17.26,182.8,10,182.823,11.8156
17.28,183,10,182.987,8.23207
17.3,183.2,10,183.201,10.6757
17.32,183.4,10,183.403,10.1031
17.34,183.6,10,183.594,9.57524
17.36,183.8,10,183.8,10.2878
17.38,184,10,184,9.99856
17.4,184.2,10,184.211,10.5246
17.42,184.4,10,184.385,8.71531
17.44,184.6,10,184.612,11.3689
17.46,184.8,10,184.805,9.63969
17.48,185,10,185.005,10.0098
17.5,185.2,10,185.197,9.60516
17.52,185.4,10,185.39,9.65139
17.54,185.6,10,185.612,11.0629
17.56,185.8,10,185.79,8.90891
17.58,186,10,186.003,10.6572
17.6,186.2,10,186.184,9.05072
17.62,186.4,10,186.402,10.9153
17.64,186.6,10,186.589,9.3559
17.66,186.8,10,186.805,10.7997
17.68,187,10,186.986,9.04319
17.7,187.2,10,187.184,9.90006
17.72,187.4,10,187.409,11.2194
17.74,187.6,10,187.605,9.81821
17.76,187.8,10,187.794,9.4555
17.78,188,10,188.005,10.5654
17.8,188.2,10,188.206,10.0498
17.82,188.4,10,188.406,9.97856
17.84,188.6,10,188.606,10.0055
17.86,188.8,10,188.801,9.75125
17.88,189,10,189.001,9.98698
17.9,189.2,10,189.195,9.72089
17.92,189.4,10,189.398,10.1528
17.94,189.6,10,189.606,10.3745
17.96,189.8,10,189.8,9.70667
17.98,190,10,190.004,10.1957
18,190.2,10,189.756,10.0038
18.02,190.4,10,190.398,32.09
18.04,190.6,10,190.603,10.2476
18.06,190.8,10,190.789,9.29418
18.08,191,10,190.995,10.2913
18.1,191.2,10,191.196,10.0613
18.12,191.4,10,191.407,10.5621
18.14,191.6,10,191.6,9.66063
18.16,191.8,10,191.797,9.84536
18.18,192,10,191.999,10.0854
18.2,192.2,10,192.212,10.677
18.22,192.4,10,192.389,8.82403
18.24,192.6,10,192.599,10.4797
18.26,192.8,10,192.806,10.3685
18.28,193,10,193.019,10.6733
18.3,193.2,10,193.193,8.68985
18.32,193.4,10,193.395,10.0693
18.34,193.6,10,193.58,9.27519
18.36,193.8,10,193.806,11.2749
18.38,194,10,193.997,9.55243
18.4,194.2,10,194.208,10.5552
18.42,194.4,10,194.4,9.59665
18.44,194.6,10,194.615,10.791
18.46,194.8,10,194.806,9.53323
18.48,195,10,194.996,9.51095
18.5,195.2,10,195.191,9.7563
18.52,195.4,10,195.406,10.7152
18.54,195.6,10,195.597,9.54757
18.56,195.8,10,195.809,10.616
18.58,196,10,196.019,10.4755
18.6,196.2,10,196.211,9.61071
18.62,196.4,10,196.403,9.61823
18.64,196.6,10,196.597,9.70149
18.66,196.8,10,196.801,10.1974
18.68,197,10,196.988,9.35723
18.7,197.2,10,197.197,10.439
18.72,197.4,10,197.407,10.4876
18.74,197.6,10,197.594,9.34675
18.76,197.8,10,197.799,10.2871
18.78,198,10,198.008,10.4323
18.8,198.2,10,198.22,10.5996
18.82,198.4,10,198.413,9.66321
18.84,198.6,10,198.597,9.20017
18.86,198.8,10,198.785,9.36603
18.88,199,10,198.993,10.4388
18.9,199.2,10,199.189,9.76081
18.92,199.4,10,199.393,10.2039
18.94,199.6,10,199.597,10.1889
18.96,199.8,10,199.794,9.87187
18.98,200,10,199.996,10.1252
19,200.2,10,199.862,10.0054
19.02,200.4,10,200.41,27.4396
19.04,200.6,10,200.616,10.2748
19.06,200.8,10,200.797,9.07011
19.08,201,10,200.993,9.78004
19.1,201.2,10,201.2,10.3538
19.12,201.4,10,201.408,10.3854
19.14,201.6,10,201.591,9.18299
19.16,201.8,10,201.806,10.7146
19.18,202,10,202.008,10.146
19.2,202.2,10,202.208,9.98364
19.22,202.4,10,202.393,9.25489
19.24,202.6,10,202.598,10.2536
19.26,202.8,10,202.791,9.65579
19.28,203,10,203.001,10.4951
19.3,203.2,10,203.204,10.1278
19.32,203.4,10,203.401,9.8677
19.34,203.6,10,203.611,10.4893
19.36,203.8,10,203.815,10.2022
19.38,204,10,204.02,10.2448
19.4,204.2,10,204.208,9.41907
19.42,204.4,10,204.387,8.91132
19.44,204.6,10,204.615,11.4378
19.46,204.8,10,204.803,9.37416
19.48,205,10,205.007,10.2261
19.5,205.2,10,205.178,8.51177
19.52,205.4,10,205.384,10.3379
19.54,205.6,10,205.603,10.9554
19.56,205.8,10,205.801,9.87528
19.58,206,10,205.994,9.6668
19.6,206.2,10,206.199,10.21
